post_order,category,file_slug,id,slug,status,tt_caption,tt_hashtags,tt_scheduled_date,tt_url,tt_views,notes
195,listicle,C219_list-spend-less-not-a-plan,C219,list-spend-less-not-a-plan,pending,"4 reasons ""spend less"" isn't a plan.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons,,,,6 slides
196,learn,C170_learn-sba-loans,C170,learn-sba-loans,pending,"SBA loans: the cheapest money you can borrow.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #sba",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #sba,,,,5 slides
197,legacy,C38_business-funding,C38,business-funding,pending,"Business funding. Without losing it.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
198,listicle,C220_list-reserve-beats-willpower,C220,list-reserve-beats-willpower,pending,"4 reasons a reserve beats willpower.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons,,,,6 slides
199,learn,C171_learn-fundable-business,C171,learn-fundable-business,pending,"Before applying for funding, your biz must look like one.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #setup",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #setup,,,,5 slides
200,legacy,C40_built-wrong-for-you,C40,built-wrong-for-you,pending,"Why apps fail you specifically.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,8 slides
201,listicle,C221_list-bills-tax-first-reasons,C221,list-bills-tax-first-reasons,pending,"4 reasons ""bills + tax first"" makes sense.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons,,,,6 slides
202,learn,C172_learn-business-credit-bureaus,C172,learn-business-credit-bureaus,pending,"Personal credit has 3. Business credit has 3 too.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #bureaus",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #bureaus,,,,5 slides
203,legacy,C39_three-kinds-of-broke,C39,three-kinds-of-broke,pending,"Three kinds of broke at Day 30.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,8 slides
204,listicle,C222_list-routing-beats-discipline,C222,list-routing-beats-discipline,pending,"5 reasons routing beats discipline.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
205,learn,C175_learn-pull-credit-report,C175,learn-pull-credit-report,pending,"Your report isn't your score.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #credit",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #credit,,,,5 slides
206,legacy,C42_calm-month,C42,calm-month,pending,"What a calm month actually feels like.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,8 slides
207,listicle,C224_list-automate-floor-reasons,C224,list-automate-floor-reasons,pending,"4 reasons ""automate the floor"" is your only job.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons,,,,6 slides
208,learn,C176_learn-debt-payoff-schedule,C176,learn-debt-payoff-schedule,pending,"Debt payoff: 90-day starter schedule.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #payoff",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #payoff,,,,5 slides
209,legacy,C43_how-able-works,C43,how-able-works,pending,"How Able works in 7 slides.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,8 slides
210,listicle,C223_list-30-day-trial-reasons,C223,list-30-day-trial-reasons,pending,"4 reasons the 30-day trial works.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons,,,,6 slides
211,learn,C173_learn-funding-roadmap,C173,learn-funding-roadmap,pending,"6 months from unfundable to approved.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #roadmap",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #roadmap,,,,5 slides
212,legacy,C45_how-breathing-again-works,C45,how-breathing-again-works,pending,"How breathing again works.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
213,listicle,C225_list-first-30-days-tips,C225,list-first-30-days-tips,pending,"5 tips for your first 30 days with Able.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
214,learn,C177_learn-stay-out-of-debt,C177,learn-stay-out-of-debt,pending,"Most people pay off debt. Then end up back in 3-5 years.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #habits",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #habits,,,,5 slides
215,legacy,C44_day-1-to-90,C44,day-1-to-90,pending,"Day 1 to Day 90 with Able.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,8 slides
216,listicle,C227_list-set-floor-amount-tips,C227,list-set-floor-amount-tips,pending,"5 tips for setting your floor amount.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
217,learn,C178_learn-pyf-definition,C178,learn-pyf-definition,pending,"Three rules make PYF actually work.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #pyf",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #pyf,,,,5 slides
218,legacy,C46_emergency-fund-vs-reserve,C46,emergency-fund-vs-reserve,pending,"Emergency fund vs reserve. What's the difference?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
219,listicle,C229_list-gap-between-deposits-tips,C229,list-gap-between-deposits-tips,pending,"5 tips for the gap between deposits.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
220,learn,C179_learn-owner-pay-priorities,C179,learn-owner-pay-priorities,pending,"Owner pay landed. Now where does it go?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #priorities",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #priorities,,,,5 slides
221,legacy,C49_five-mistakes-1099-year-one,C49,five-mistakes-1099-year-one,pending,"5 mistakes 1099 workers make in year one.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
222,listicle,C226_list-irregular-paycheck-tips,C226,list-irregular-paycheck-tips,pending,"5 tips for irregular paycheck timing.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
223,learn,C180_learn-not-paying-yourself,C180,learn-not-paying-yourself,pending,"Most entrepreneurs are their own last priority.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #critique",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #critique,,,,5 slides
224,legacy,C48_monthly-budgets-fail,C48,monthly-budgets-fail,pending,"Why monthly budgets fail with variable income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
225,listicle,C231_list-cash-income-tips,C231,list-cash-income-tips,pending,"5 tips for budgeting with cash income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
226,legacy,C50_never-you,C50,never-you,pending,"The problem was never you.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
227,listicle,C228_list-stick-budget-stress-tips,C228,list-stick-budget-stress-tips,pending,"5 tips for sticking with a budget through stress.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
228,legacy,C51_cost-of-waiting,C51,cost-of-waiting,pending,"By the 30th, $500 to $1,000 is gone.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
229,listicle,C230_list-partner-on-board-tips,C230,list-partner-on-board-tips,pending,"5 tips for getting your partner on board.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
230,legacy,C53_why-able-exists,C53,why-able-exists,pending,"Why Able exists.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
231,listicle,C232_list-starting-variable-mistakes,C232,list-starting-variable-mistakes,pending,"5 mistakes when starting variable-income budgeting.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
232,legacy,C52_floor-first-five-rules,C52,floor-first-five-rules,pending,"Floor-First Budgeting. 5 rules.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
233,listicle,C233_list-empty-reserve-mistakes,C233,list-empty-reserve-mistakes,pending,"6 mistakes that empty your reserve.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #6mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #6mistakes,,,,8 slides
234,legacy,C54_real-fear-not-knowing,C54,real-fear-not-knowing,pending,"The fear isn't money.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
235,listicle,C235_list-windfall-mistakes,C235,list-windfall-mistakes,pending,"5 mistakes when handling a windfall.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
236,legacy,C55_freeze-to-flow,C55,freeze-to-flow,pending,"From freeze to flow.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
237,listicle,C234_list-first-week-mistakes,C234,list-first-week-mistakes,pending,"5 mistakes new app users make in the first week.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
238,legacy,C56_three-steps,C56,three-steps,pending,"Able in 3 steps.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
239,listicle,C236_list-slow-streak-mistakes,C236,list-slow-streak-mistakes,pending,"5 mistakes during a slow streak.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
240,legacy,C57_i-am-able-to,C57,i-am-able-to,pending,"I am able.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
241,listicle,C237_list-free-spending-leak-mistakes,C237,list-free-spending-leak-mistakes,pending,"5 mistakes that leak free spending.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
242,legacy,C59_day-one-with-able,C59,day-one-with-able,pending,"Day 1 with Able.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
243,listicle,C239_list-forecast-30-day-benefits,C239,list-forecast-30-day-benefits,pending,"4 benefits of seeing your forecast 30 days out.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4benefits",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4benefits,,,,6 slides
244,legacy,C58_thirty-days-with-able,C58,thirty-days-with-able,pending,"30 days with Able.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
245,listicle,C238_list-routing-every-deposit-benefits,C238,list-routing-every-deposit-benefits,pending,"5 benefits of routing on every deposit.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5benefits",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5benefits,,,,7 slides
246,legacy,C60_snowball-or-avalanche,C60,snowball-or-avalanche,pending,"Snowball or avalanche?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
247,listicle,C240_list-own-payroll-benefits,C240,list-own-payroll-benefits,pending,"4 benefits of being your own payroll dept.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4benefits",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4benefits,,,,6 slides
248,legacy,C61_credit-utilization-hack,C61,credit-utilization-hack,pending,"The biggest credit score hack.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
249,legacy,C62_tax-setaside-percent,C62,tax-setaside-percent,pending,"How much to set aside for taxes?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
250,legacy,C63_emergency-fund-is-a-lie,C63,emergency-fund-is-a-lie,pending,"Your emergency fund is a lie.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
251,legacy,C64_save-10-percent-doesnt-work,C64,save-10-percent-doesnt-work,pending,"Why save 10% doesn't work.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
252,legacy,C65_dti-ratio,C65,dti-ratio,pending,"The number lenders care about.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
253,legacy,C66_profit-first-vs-pyf,C66,profit-first-vs-pyf,pending,"Profit First or PYF?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
254,legacy,C67_day-one-to-thirty-one-leak,C67,day-one-to-thirty-one-leak,pending,"The Day 1 to Day 31 cycle.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
255,legacy,C68_pay-yourself-or-hobby,C68,pay-yourself-or-hobby,pending,"If you don't pay yourself, it's a hobby.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,5 slides
256,legacy,CS01_stat-77-million-explained,CS01,stat-77-million-explained,pending,"77 million Americans get paid differently every month.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
257,legacy,CS02_stat-87-struggle-explained,CS02,stat-87-struggle-explained,pending,"87% of Americans struggle to manage their spending.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
258,legacy,CS03_stat-five-numbers,CS03,stat-five-numbers,pending,"5 numbers that explain your finances.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
259,legacy,CS04_stat-confidence-gap,CS04,stat-confidence-gap,pending,"Only 13% of Americans feel confident about money.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
260,legacy,CS05_stat-freelancer-worry,CS05,stat-freelancer-worry,pending,"60% of freelancers worry about irregular income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
261,legacy,CS06_stat-paycheck-brackets,CS06,stat-paycheck-brackets,pending,"53% of Americans live paycheck to paycheck.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
262,legacy,CS07_stat-gig-economy-growth,CS07,stat-gig-economy-growth,pending,"70 million Americans now work in the gig economy.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
263,legacy,CS08_stat-89-percent-swings,CS08,stat-89-percent-swings,pending,"89% of US households see their income swing every month.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
264,legacy,CS09_stat-88-million-crisis,CS09,stat-88-million-crisis,pending,"88 million Americans are struggling or in crisis.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
265,legacy,CS10_stat-volatility-every-bracket,CS10,stat-volatility-every-bracket,pending,"Volatility doesn't care what you earn.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
