post_order,category,file_slug,id,slug,status,yt_title,yt_description,yt_tags,youtube_video_id,youtube_url,yt_published_date,notes
113,persona,C104_persona-nurse-prn,C104,persona-nurse-prn,pending,PRN. Travel. Per-diem. Income that shifts like you do.,"PRN. Travel. Per-diem. Income that shifts like you do.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,nurse,page,persona",,,,5 slides
114,day-1-31,C263_nurse-day-1-31,C263,nurse-day-1-31,pending,"Nurse, PRN. Day 1. Paycheck from this week's contract.","Nurse, PRN. Day 1. Paycheck from this week's contract.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,nurse,page",,,,5 slides
115,listicle,C196_list-big-check-tips,C196,list-big-check-tips,pending,5 tips for handling a big check.,"5 tips for handling a big check.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,white,list,check,tips",,,,7 slides
116,learn,C137_learn-debt-variable-income,C137,learn-debt-variable-income,pending,Every debt book assumes a steady paycheck.,"Every debt book assumes a steady paycheck.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,debt,green,learn,variable,income",,,,5 slides
117,legacy,C11_math-of-waiting,C11,math-of-waiting,pending,The cost of waiting.,"The cost of waiting.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,math,waiting",,,,7 slides
118,brand-script,C249_brandscript-finally-save,C249,brandscript-finally-save,pending,You want to actually build savings.,"You want to actually build savings.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,brandscript,black,finally,save",,,,6 slides
119,identity,C256_identity-no-dread-opening-app,C256,identity-no-dread-opening-app,pending,Morning routine. Open the budget app without dread.,"Morning routine. Open the budget app without dread.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,identity,glass,dread,opening",,,,5 slides
120,scenario,C109_scenario-medical-bill,C109,scenario-medical-bill,pending,"$1,200 bill you didn't plan for.","$1,200 bill you didn't plan for.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,scenario,green,medical,bill",,,,5 slides
121,listicle,C195_list-slow-month-tips,C195,list-slow-month-tips,pending,5 tips for surviving a slow month.,"5 tips for surviving a slow month.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,page,list,slow,month,tips",,,,7 slides
122,learn,C125_learn-credit-utilization,C125,learn-credit-utilization,pending,Credit utilization: the fastest way to boost your score.,"Credit utilization: the fastest way to boost your score.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,credit,white,learn,utilization",,,,5 slides
123,legacy,C12_first-week,C12,first-week,pending,Your first week with Able.,"Your first week with Able.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,first,week",,,,7 slides
124,brand-script,C264_brandscript-designer,C264,brandscript-designer,pending,You want to stop the Net-60 panic.,"You want to stop the Net-60 panic.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,design,white,brandscript,designer",,,,6 slides
125,identity,C257_identity-caught-up-debt,C257,identity-caught-up-debt,pending,"""I caught up."" Words you never thought you'd say.","""I caught up."" Words you never thought you'd say.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,identity,green,caught,debt",,,,5 slides
126,scenario,C110_scenario-2am-panic,C110,scenario-2am-panic,pending,2 AM. Checking your balance. Again.,"2 AM. Checking your balance. Again.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,scenario,black,panic",,,,5 slides
127,listicle,C197_list-first-year-freelancer-tips,C197,list-first-year-freelancer-tips,pending,5 tips for first-year freelancers.,"5 tips for first-year freelancers.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,page,list,first,year,tips",,,,7 slides
128,learn,C138_learn-debt-to-income,C138,learn-debt-to-income,pending,Debt-to-income. The number every lender checks.,"Debt-to-income. The number every lender checks.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,dti,white,learn,debt,income",,,,5 slides
129,legacy,C13_april-no-panic,C13,april-no-panic,pending,April without the panic.,"April without the panic.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass-dark,april,panic",,,,6 slides
130,brand-script,C265_brandscript-real-estate,C265,brandscript-real-estate,pending,You want to pay yourself between closings.,"You want to pay yourself between closings.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,real estate,green,brandscript,real,estate",,,,6 slides
131,identity,C258_identity-day-one-year-two,C258,identity-day-one-year-two,pending,"Year 2, Day 1. Same income shape.","Year 2, Day 1. Same income shape.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,identity,page,year",,,,5 slides
132,listicle,C198_list-credit-score-mistakes,C198,list-credit-score-mistakes,pending,5 mistakes that kill your credit score.,"5 mistakes that kill your credit score.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,glass-dark,list,credit,score,mistakes",,,,7 slides
133,learn,C140_learn-collections,C140,learn-collections,pending,Collections notice? Don't panic. Use the system.,"Collections notice? Don't panic. Use the system.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,collections,page,learn",,,,5 slides
134,legacy,C14_monthly-or-annual,C14,monthly-or-annual,pending,Monthly or annual?,"Monthly or annual?

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass,monthly,annual",,,,6 slides
135,brand-script,C267_brandscript-tipped,C267,brandscript-tipped,pending,You want to stop the Tuesday-vs-Saturday whiplash.,"You want to stop the Tuesday-vs-Saturday whiplash.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,tips,black,brandscript,tipped",,,,6 slides
136,listicle,C200_list-tax-mistakes,C200,list-tax-mistakes,pending,6 tax mistakes self-employed people make.,"6 tax mistakes self-employed people make.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,6 mistakes,glass-dark,list,mistakes",,,,8 slides
137,learn,C141_learn-negotiate-creditors,C141,learn-negotiate-creditors,pending,You have more leverage than you think.,"You have more leverage than you think.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,negotiate,glass,learn,creditors",,,,5 slides
138,legacy,C15_what-able-isnt,C15,what-able-isnt,pending,Things Able doesn't do.,"Things Able doesn't do.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,what,able,isnt",,,,7 slides
139,brand-script,C266_brandscript-etsy,C266,brandscript-etsy,pending,You want to weather the post-holiday cliff.,"You want to weather the post-holiday cliff.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,seller,glass,brandscript,etsy",,,,6 slides
140,listicle,C202_list-save-20-doesnt-work,C202,list-save-20-doesnt-work,pending,"5 reasons ""Save 20%"" doesn't work for variable income.","5 reasons ""Save 20%"" doesn't work for variable income.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,black,list,save,doesnt,work",,,,7 slides
141,learn,C139_learn-debt-consolidation,C139,learn-debt-consolidation,pending,Consolidation: a tool. Not a magic fix.,"Consolidation: a tool. Not a magic fix.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,consolidation,glass-dark,learn,debt",,,,5 slides
142,legacy,C16_feast-or-famine,C16,feast-or-famine,pending,The feast or famine cycle.,"The feast or famine cycle.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,feast,famine",,,,8 slides
143,brand-script,C268_brandscript-nurse,C268,brandscript-nurse,pending,"You want variable schedule, consistent pay.","You want variable schedule, consistent pay.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,nurse,page,brandscript",,,,6 slides
144,listicle,C201_list-reserve-benefits,C201,list-reserve-benefits,pending,5 benefits of the reserve.,"5 benefits of the reserve.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 benefits,glass,list,reserve,benefits",,,,7 slides
145,learn,C142_learn-debt-feels-impossible,C142,learn-debt-feels-impossible,pending,Make money. Pay minimums. End up back where you started.,"Make money. Pay minimums. End up back where you started.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,debt cycle,black,learn,debt,feels,impossible",,,,5 slides
146,legacy,C17_freelancer-budget,C17,freelancer-budget,pending,How to budget as a freelancer.,"How to budget as a freelancer.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,budget",,,,7 slides
147,listicle,C203_list-per-deposit-tax-reasons,C203,list-per-deposit-tax-reasons,pending,4 reasons per-deposit tax beats the April scramble.,"4 reasons per-deposit tax beats the April scramble.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 reasons,green,list,deposit,reasons",,,,6 slides
148,learn,C144_learn-credit-score-factors,C144,learn-credit-score-factors,pending,Your credit score: five factors behind one number.,"Your credit score: five factors behind one number.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,credit,glass-dark,learn,score,factors",,,,5 slides
149,legacy,C18_steady-paycheck,C18,steady-paycheck,pending,Your income is lumpy. Your bills are not.,"Your income is lumpy. Your bills are not.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,green,steady,paycheck",,,,7 slides
150,listicle,C204_list-business-credit-tips,C204,list-business-credit-tips,pending,5 tips for building business credit fast.,"5 tips for building business credit fast.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,white,list,business,credit,tips",,,,7 slides
151,learn,C143_learn-good-vs-bad-debt,C143,learn-good-vs-bad-debt,pending,Not all debt is the enemy.,"Not all debt is the enemy.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,debt,green,learn,good",,,,5 slides
152,legacy,C19_creator-budget,C19,creator-budget,pending,Creator income is five incomes.,"Creator income is five incomes.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass,creator,budget",,,,7 slides
153,listicle,C205_list-negotiate-creditors-tips,C205,list-negotiate-creditors-tips,pending,5 tips for negotiating with creditors.,"5 tips for negotiating with creditors.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,page,list,negotiate,creditors,tips",,,,7 slides
154,learn,C151_learn-rule-of-72,C151,learn-rule-of-72,pending,Rule of 72: the math shortcut that reveals everything.,"Rule of 72: the math shortcut that reveals everything.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,math,white,learn,rule",,,,5 slides
155,legacy,C21_real-estate-agent,C21,real-estate-agent,pending,How agents budget commission.,"How agents budget commission.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,real,estate,agent",,,,7 slides
156,listicle,C206_list-bonus-check-tips,C206,list-bonus-check-tips,pending,5 tips for the bonus check.,"5 tips for the bonus check.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,white,list,bonus,check,tips",,,,7 slides
157,learn,C152_learn-compound-interest,C152,learn-compound-interest,pending,Year 15: the curve bends.,"Year 15: the curve bends.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,compounding,glass,learn,compound,interest",,,,5 slides
158,legacy,C20_designer-developer,C20,designer-developer,pending,How designers and devs budget.,"How designers and devs budget.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,designer,developer",,,,7 slides
159,listicle,C207_list-new-freelancer-mistakes,C207,list-new-freelancer-mistakes,pending,5 mistakes new freelancers make.,"5 mistakes new freelancers make.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,glass-dark,list,mistakes",,,,7 slides
160,learn,C153_learn-money-skill,C153,learn-money-skill,pending,Money isn't a personality trait.,"Money isn't a personality trait.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,identity,page,learn,money,skill",,,,5 slides
161,legacy,C23_etsy-seller,C23,etsy-seller,pending,How Etsy sellers budget variable sales.,"How Etsy sellers budget variable sales.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass-dark,etsy,seller",,,,7 slides
162,listicle,C208_list-funding-application-mistakes,C208,list-funding-application-mistakes,pending,5 mistakes on a funding application.,"5 mistakes on a funding application.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,black,list,funding,application,mistakes",,,,7 slides
163,learn,C154_learn-life-firsts,C154,learn-life-firsts,pending,First car. First home. Marriage. Family.,"First car. First home. Marriage. Family.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,life moments,glass-dark,learn,life,firsts",,,,5 slides
164,legacy,C22_rideshare-driver,C22,rideshare-driver,pending,How drivers budget gig income.,"How drivers budget gig income.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,rideshare,driver",,,,7 slides
165,listicle,C209_list-good-month-leak-mistakes,C209,list-good-month-leak-mistakes,pending,5 mistakes that turn a good month into a leak.,"5 mistakes that turn a good month into a leak.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,glass-dark,list,good,month,leak,mistakes",,,,7 slides
166,learn,C161_learn-pyf-variable-income,C161,learn-pyf-variable-income,pending,"""Save 10% of monthly income."" It breaks on variable income.","""Save 10% of monthly income."" It breaks on variable income.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,pyf,green,learn,variable,income",,,,5 slides
167,legacy,C25_commission-income,C25,commission-income,pending,Commission survival guide.,"Commission survival guide.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,commission,income",,,,7 slides
168,listicle,C210_list-emergency-fund-benefits,C210,list-emergency-fund-benefits,pending,5 benefits of an emergency fund for variable income.,"5 benefits of an emergency fund for variable income.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 benefits,glass,list,emergency,fund,benefits",,,,7 slides
